rep_id,territory_id,doctor_id,doctor_specialty,month,monthly_call_count,rx_volume,_true_vmax,_true_km,_true_territory_re
R029,T06,DR0174,Neurologist,2,5,8.5,37.5,4.0,-10.417436054898545
R029,T06,DR0174,Neurologist,3,5,5.8,37.5,4.0,-10.417436054898545
R029,T06,DR0174,Neurologist,4,2,1.5,37.5,4.0,-10.417436054898545
R029,T06,DR0174,Neurologist,5,1,0.7,37.5,4.0,-10.417436054898545
R029,T06,DR0174,Neurologist,6,5,10.6,37.5,4.0,-10.417436054898545
R029,T06,DR0174,Neurologist,7,2,1.8,37.5,4.0,-10.417436054898545
R029,T06,DR0174,Neurologist,8,2,1.4,37.5,4.0,-10.417436054898545
R029,T06,DR0174,Neurologist,9,3,6.5,37.5,4.0,-10.417436054898545
R029,T06,DR0174,Neurologist,10,2,2.0,37.5,4.0,-10.417436054898545
R029,T06,DR0174,Neurologist,11,5,11.0,37.5,4.0,-10.417436054898545
R029,T06,DR0174,Neurologist,12,6,9.0,37.5,4.0,-10.417436054898545
R030,T06,DR0175,GP,1,1,0.6,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,2,8,5.7,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,3,1,1.0,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,4,3,0.9,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,5,6,4.4,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,6,3,1.2,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,7,2,1.2,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,8,1,0.8,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,9,1,1.1,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,10,5,3.5,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,11,3,1.8,25.0,4.0,-10.417436054898545
R030,T06,DR0175,GP,12,1,1.7,25.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,1,2,4.1,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,2,1,0.9,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,3,12,19.2,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,4,2,5.6,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,5,6,17.5,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,6,5,12.0,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,7,5,15.7,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,8,8,18.3,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,9,4,8.0,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,10,3,10.1,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,11,3,10.1,45.0,4.0,-10.417436054898545
R026,T06,DR0176,Cardiologist,12,4,7.1,45.0,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,1,9,36.8,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,2,8,12.5,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,3,5,14.4,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,4,3,12.3,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,5,4,17.9,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,6,5,14.8,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,7,3,18.6,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,8,3,14.8,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,9,7,24.2,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,10,6,22.7,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,11,6,16.4,52.5,4.0,-10.417436054898545
R027,T06,DR0177,Endocrinologist,12,5,19.3,52.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,1,5,10.3,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,2,3,6.5,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,3,5,13.5,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,4,5,12.9,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,5,7,19.4,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,6,2,1.8,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,7,4,9.2,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,8,3,6.1,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,9,3,4.1,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,10,5,10.1,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,11,2,1.8,37.5,4.0,-10.417436054898545
R028,T06,DR0178,Neurologist,12,7,11.8,37.5,4.0,-10.417436054898545
R029,T06,DR0179,GP,1,7,5.9,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,2,3,1.9,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,3,4,2.5,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,4,2,1.1,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,5,1,1.2,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,6,4,1.5,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,7,2,1.6,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,8,1,0.9,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,9,4,3.5,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,10,4,2.6,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,11,3,1.0,25.0,4.0,-10.417436054898545
R029,T06,DR0179,GP,12,2,1.0,25.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,1,5,14.2,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,2,4,12.3,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,3,5,9.3,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,4,11,28.7,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,5,5,10.8,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,6,1,1.7,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,7,4,14.6,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,8,1,1.4,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,9,2,5.8,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,10,3,11.6,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,11,3,9.8,45.0,4.0,-10.417436054898545
R030,T06,DR0180,Cardiologist,12,3,12.9,45.0,4.0,-10.417436054898545
R031,T07,DR0181,GP,1,4,12.4,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,2,2,9.9,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,3,5,16.6,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,4,1,5.6,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,5,6,10.1,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,6,6,16.0,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,7,3,16.5,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,8,2,11.0,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,9,4,8.8,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,10,2,10.8,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,11,4,17.0,25.0,4.0,1.022723225338283
R031,T07,DR0181,GP,12,4,11.2,25.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,1,6,21.7,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,2,5,22.5,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,3,4,22.1,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,4,4,19.1,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,5,2,17.4,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,6,8,35.6,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,7,6,25.7,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,8,3,30.9,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,9,6,28.3,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,10,6,26.9,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,11,5,39.9,45.0,4.0,1.022723225338283
R032,T07,DR0182,Cardiologist,12,6,36.0,45.0,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,1,3,17.5,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,2,8,31.1,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,3,6,32.8,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,4,9,37.8,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,5,7,30.0,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,6,6,20.2,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,7,4,22.4,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,8,10,31.8,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,9,10,25.7,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,10,4,24.3,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,11,10,32.0,52.5,4.0,1.022723225338283
R033,T07,DR0183,Endocrinologist,12,8,30.4,52.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,1,1,7.5,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,2,6,22.5,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,3,4,12.4,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,4,3,22.6,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,5,3,15.5,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,6,5,23.6,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,7,11,30.4,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,8,5,19.5,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,9,7,17.4,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,10,6,30.7,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,11,7,29.1,37.5,4.0,1.022723225338283
R034,T07,DR0184,Neurologist,12,4,18.6,37.5,4.0,1.022723225338283
R035,T07,DR0185,GP,1,1,9.6,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,2,1,6.1,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,3,5,10.9,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,4,5,14.5,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,5,3,9.3,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,6,3,11.5,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,7,1,8.1,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,8,4,13.4,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,9,4,16.4,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,10,5,15.6,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,11,4,15.9,25.0,4.0,1.022723225338283
R035,T07,DR0185,GP,12,2,7.7,25.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,1,5,28.7,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,2,10,19.1,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,3,6,26.7,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,4,7,32.0,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,5,9,41.1,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,6,8,20.7,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,7,6,35.4,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,8,6,31.4,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,9,10,25.2,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,10,4,15.6,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,11,4,26.7,45.0,4.0,1.022723225338283
R031,T07,DR0186,Cardiologist,12,3,23.8,45.0,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,1,5,39.7,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,2,6,27.4,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,3,3,19.1,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,4,4,19.5,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,5,1,10.2,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,6,3,26.9,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,7,1,22.0,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,8,5,24.3,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,9,12,39.1,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,10,6,39.5,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,11,5,31.3,52.5,4.0,1.022723225338283
R032,T07,DR0187,Endocrinologist,12,3,19.8,52.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,1,5,26.7,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,2,2,15.0,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,3,5,32.6,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,4,6,15.1,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,5,3,30.9,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,6,1,6.6,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,7,3,15.5,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,8,4,19.2,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,9,1,8.1,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,10,2,13.5,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,11,4,24.8,37.5,4.0,1.022723225338283
R033,T07,DR0188,Neurologist,12,2,14.3,37.5,4.0,1.022723225338283
R034,T07,DR0189,GP,1,8,22.7,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,2,2,7.1,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,3,4,15.5,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,4,2,8.8,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,5,3,9.6,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,6,4,14.8,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,7,1,4.6,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,8,1,6.2,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,9,5,20.6,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,10,1,8.1,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,11,2,5.3,25.0,4.0,1.022723225338283
R034,T07,DR0189,GP,12,4,12.4,25.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,1,4,22.0,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,2,5,26.9,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,3,4,21.1,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,4,3,28.2,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,5,8,34.3,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,6,6,31.0,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,7,3,14.6,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,8,1,9.5,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,9,3,23.5,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,10,5,26.1,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,11,4,25.9,45.0,4.0,1.022723225338283
R035,T07,DR0190,Cardiologist,12,9,26.1,45.0,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,1,10,37.2,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,2,4,21.0,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,3,8,41.0,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,4,3,19.9,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,5,10,39.1,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,6,1,13.0,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,7,4,32.3,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,8,2,17.7,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,9,8,53.7,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,10,5,27.4,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,11,2,16.9,52.5,4.0,1.022723225338283
R031,T07,DR0191,Endocrinologist,12,7,29.3,52.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,1,6,26.2,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,2,9,40.5,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,3,1,11.7,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,4,3,12.5,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,5,4,13.8,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,6,7,29.3,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,7,6,23.2,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,8,6,15.5,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,9,4,12.6,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,10,1,12.6,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,11,4,21.6,37.5,4.0,1.022723225338283
R032,T07,DR0192,Neurologist,12,1,12.8,37.5,4.0,1.022723225338283
R033,T07,DR0193,GP,1,1,4.0,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,2,2,11.6,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,3,2,7.8,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,4,4,19.2,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,5,4,14.5,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,6,3,10.4,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,7,4,14.6,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,8,3,14.4,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,9,1,4.6,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,10,3,20.2,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,11,3,10.5,25.0,4.0,1.022723225338283
R033,T07,DR0193,GP,12,1,6.9,25.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,1,6,48.4,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,2,6,30.1,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,3,10,25.4,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,4,8,29.9,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,5,2,15.8,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,6,3,22.8,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,7,4,18.5,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,8,5,22.0,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,9,7,24.4,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,10,8,18.5,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,11,3,32.6,45.0,4.0,1.022723225338283
R034,T07,DR0194,Cardiologist,12,2,13.6,45.0,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,1,2,29.1,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,2,1,8.2,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,3,5,30.5,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,4,8,45.2,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,5,6,25.9,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,6,3,20.5,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,7,3,14.0,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,8,7,36.8,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,9,4,27.4,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,10,1,9.5,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,11,9,35.9,52.5,4.0,1.022723225338283
R035,T07,DR0195,Endocrinologist,12,2,24.7,52.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,1,8,32.2,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,2,3,19.7,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,3,3,12.0,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,4,3,15.5,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,5,4,17.2,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,6,4,12.6,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,7,3,19.8,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,8,5,28.4,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,9,2,13.0,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,10,2,14.5,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,11,5,34.2,37.5,4.0,1.022723225338283
R031,T07,DR0196,Neurologist,12,7,27.4,37.5,4.0,1.022723225338283
R032,T07,DR0197,GP,1,3,11.6,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,2,2,12.0,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,3,6,14.4,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,4,2,7.1,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,5,2,7.5,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,6,8,19.3,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,7,2,7.3,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,8,3,12.7,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,9,3,11.0,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,10,2,10.6,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,11,6,9.4,25.0,4.0,1.022723225338283
R032,T07,DR0197,GP,12,7,18.4,25.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,1,6,18.4,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,2,4,30.9,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,3,5,34.8,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,4,10,24.2,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,5,6,22.3,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,6,2,16.0,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,7,5,29.9,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,8,5,28.9,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,9,9,31.5,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,10,3,22.5,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,11,5,16.6,45.0,4.0,1.022723225338283
R033,T07,DR0198,Cardiologist,12,3,16.2,45.0,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,1,5,20.9,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,2,6,36.7,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,3,4,27.7,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,4,5,20.0,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,5,7,51.3,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,6,5,16.7,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,7,4,33.4,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,8,6,36.9,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,9,8,24.8,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,10,2,15.4,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,11,5,29.1,52.5,4.0,1.022723225338283
R034,T07,DR0199,Endocrinologist,12,5,27.2,52.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,1,6,22.0,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,2,4,19.7,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,3,5,28.1,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,4,5,21.6,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,5,3,14.7,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,6,3,13.4,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,7,5,21.6,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,8,3,21.1,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,9,3,13.5,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,10,4,13.7,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,11,1,6.6,37.5,4.0,1.022723225338283
R035,T07,DR0200,Neurologist,12,2,10.1,37.5,4.0,1.022723225338283
R031,T07,DR0201,GP,1,7,17.9,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,2,2,10.2,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,3,2,6.7,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,4,2,10.2,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,5,1,8.9,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,6,2,11.0,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,7,2,7.6,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,8,4,10.8,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,9,4,15.3,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,10,1,4.8,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,11,2,11.1,25.0,4.0,1.022723225338283
R031,T07,DR0201,GP,12,2,11.5,25.0,4.0,1.022723225338283
R032,T07,DR0202,Cardiologist,1,3,17.6,45.0,4.0,1.022723225338283
R032,T07,DR0202,Cardiologist,2,1,15.5,45.0,4.0,1.022723225338283
R032,T07,DR0202,Cardiologist,3,6,26.5,45.0,4.0,1.022723225338283
R032,T07,DR0202,Cardiologist,4,5,21.4,45.0,4.0,1.022723225338283
